context,emotion
北京 年 冬奥会 年  说   北京  冬奥  年   年  疫情   州 只能  家里 ,-1
冬奥 闭幕式,0
羽生 结弦 想到 哈牛   多颜粉 热度 粉 渣浪 搞   rs  很烦   想到 冬奥 过后      赛场  前进 多久   无脑 乱 喷     太  机会 黑   乱 营销  媒体    机会 再发   通稿    殇,-1
黑 塔利亚 APH 费里 西安 诺 冬奥 队服 伊,0
闵 suga 老子 苦茶子   madeinChina 闵 玧  ins 郑号 锡 一夜 变 独生子 郑号 锡 金南俊 全世界    冬奥  不行  冤枉 只能 背锅  澄清 金南俊 ins,-1
普京 大帝   冬奥 开幕式  震惊,0
爱 运动 中国  安踏 wyb 王一博  王一博   冬奥 加油,1
龚俊 冬奥 播报  龚俊   冬奥 知识    中国 健儿 加油 龚俊  声音 真 好听,1
年前 展望   冬奥 一晃 年   北京 冬奥   结束  疫情 真的 改变  好多好多    好多好多 遗憾,-1
北京 冬奥会 闭幕式 闭幕  假期   结束  希望  考研 路上 一切顺利 明年 如愿  北京 希望 年时   变得 足够 优秀   疫情    现场  冬奥,1
刘雨昕 冬奥 如约    热情 堆砌 舞台  温柔 带来  刘雨昕   冬奥 加油 L 刘雨昕 工作室  微博 视频,1
 中国 冬奥 健儿 加油 L 用户  微博 视频,1
青春 加油站 粉衣 小哥 孙泽宇  热情 传递 中国 温度  清华大学  孙泽宇  北京 冬奥 开幕式 现场 担任 标兵 志愿者 面对 外籍 运动员   真诚  热情 高喊 WelcometoChina  身  异乡  美国 运动员 特莎莫德 激动 落泪 这是 冬奥 志愿者  心声  中国  世界 传播 和平  友善  展示 最美 中国 形象  真,1
肖战 晒 汤圆 祝  元宵节 快乐 肖 春生 版  肖战越  越 喜欢 肖战 手绘 雪容 融为 冬奥 健儿 加油,1
冬奥 在我心中 永远  第一,1
冬奥 加油 希望 疫情 早日 退散 下个 雪季 ,1
肖战 手绘 雪容 融为 冬奥 健儿 加油 认认真真  可爱 爱,1
一场 冬奥   国内 媒体  三观 实力 立场 乱象 陡生,-1
北京 朝阳 来广营 打造 冬奥 主题 垃圾 分类 驿站 O 北京 朝阳 来广营 打造 冬奥 主题 垃圾 分类 驿站,0
 羽生 结弦  梦想 命运     跪地求饶  鲜血 洒满  怀抱 北京 冬奥会 冬奥 欢乐 观赛 团 欢乐 幸 虎年 Lvsta  微博 视频,1
肖战 期待 冬奥 赛场    抹 中国 红  肖战   冬奥 健儿  加油 星运 电台 冬奥 季官 宣肖战,1
闭幕式 放  片  一组  挥手  镜头  有个 演员 背包  家人 挥手  场景   鼻酸  没为 冬奥 做    疫情  做   牺牲 妥协 希望   后不后悔,-1
北京 冬奥 立春 开幕 好多 帅哥 可恶 疫情  口罩 自带 美颜 效果  遮挡   真正 帅脸,-1
肖战 期待 冬奥 赛场    抹 中国 红 王牌 部队 肖战 肖战正 能量 艺人 肖战 实力派 演员 肖战  优秀 肖战  喜欢 ,1
 冬奥 tag  刷 明星 挣 流量 说  一句    拉 黑  饭 圈 狗   龟 孙,-1
谷爱 家族 谷爱凌说 冬奥 结束  回 美国 读书  假期 余额  完,0
王一博 王一博 冬奥 文化 推广 使者 wyb 王一博 冰雪 运动 推广 大使 北京 年 冬奥会 官博 央视网 体育 中国 青年网 中国 艺术 报 中 新 体育 CCTV 新视听  在内  各大 媒体 相继 宣传 正 能量 艺人 王一博 冬奥会 文化 推广 使者  歌声 传递 奥林匹克 力量,1
新星 助力 冬奥 冰雪 健儿 冬奥会   上头 小伙 买票 直飞 北京 疫情 期间 上海 进京 流程  VLOGLAngusZuo  微博 视频,0
肖战 期待 冬奥 赛场    抹 中国 红 肖战献 唱     祖国 肖战 好帅 肖战 真棒 肖战 我爱你  喜欢 肖战,1
 沒 有關 注冬奧    說 說 獎牌 第一 怎麼 變成 ,0
肖战 肖战顾 一野 肖战顾 一野 xz 王牌 部队 肖战 王牌 部队 肖战 xz 肖战 期待 冬奥 赛场    抹 中国 红 手掌     握住  东西 太 有限 肖战顾 一野,1
青春 风采 激荡 冬奥 舞台 O 青春 风采 激荡 冬奥 舞台,1
DBQ 韩聪  屁股 真 世界 第一 翘  男 菩萨 美国 队长  翘  瞟  一眼 冬奥 花样滑冰 表演赛  ,0
冬奥 顶流 冰墩 墩 一墩 难求   一家 开封 菜 有售 预约  明天     抢 冰墩 墩 热销 折射 全民 冬奥 热情,0
刘雨昕 冬奥 如约   感谢 疫情  前例   有位 老师  拘 有位 解说  录用 希望 这位 流量 明星  应有  处罚 算是 失德 劣迹 艺人    带坏   未成年 粉丝 ,-1
 亲中 派 美国 冬奥 运动员  文化 输出  评论   点赞     做    意义  事 ,1
冬奥会   选择    城市 举办 太冷 太暖  不行  V    速滑 读城 L 中国 科普 博览  微博 视频,0
激动  哭泣 女足  姑娘  太 厉害  淘汰  日本队 太不容易  点球 大战 最终 拿下 王霜     赢  两度 落后 两度 扳平 比分 太 厉害  王珊珊   王者 央视 五  播 毫无意义  冬奥 项目 录像  不播 女足 直播 sb 没想到  女足 赢  淘汰  日本队 哈哈哈哈 顺便 说 一句  冬奥 故事 硬 讲 冬奥 故事   没品 垃圾 转 垃圾 男足 不转 女足 垃圾 女,1
参加 北京 冬奥 闭幕式 运动员 数 破纪录  小姐姐  美国 运动员 拥抱  太  爱 ,1
苏翊鸣 教练 恳请 公众 终止 批评 裁判 苏翊鸣 说 努力 永远  骗    年轻   更好  未来 努力  心态 相辅相成 真正 热爱 一件 事   自然而然  融入  血液 里  习惯  玩  开心 找到  内心 真正 热爱  东西 坚信  追逐  捍卫  超越  那才  长期 努力  根源  动力  努力 永远  骗人 努力    优势 舞台    滑雪   天赋 努力 运气 图五是 普通人 滑雪 受损  真相 侵删 祝   伤痛 早日康复 越战越勇 新知 博主 围观 冬,1
 年初 四 今日 立春   冬天 不可逾越   春天  来临 愿   虎虎生威 春常  万事如意 桃花开 愿 春暖花开 疫情 散 国泰民安 笑开颜 虎虎生威 庆 新春 冬奥 开幕 喜上加喜   携手 迎接 春天 共祝 奥运 成功,1
    冬奥   直播间  lex 班纳 自虐 休息  不行 ,-1
我爸  妈  冬奥  U 型台   谷爱凌 这是 单板 中国  韩国 冰球    没打      ,0
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 手绘 雪容融 肖战 元宵节 快乐 万事如意 心想事成 顺顺利利 平平安安 健健康康  喜欢 肖战,1
冬奥 今晚 闭幕  眼睛 不行 来个 宝子 看一看 告诉   一秒  镜头  找到 家夫,0
 央视 元宵 晚会 秀到  超 喜欢 乌兰图 雅  节目  冰雪 共舞 纯洁  冰雪 激情  约会 冰天雪地 展现  冬奥 健儿  风采 抒发  冬奥 健儿  豪情  决心 勇敢 追梦 永不言败,1
冰墩 墩 表情 包 冬奥  少   熊猫 ,0
冬奥 限定 粉   还算个 粉  大片 低龄 弱智 乱 科普 招黑,-1
参加 北京 冬奥 闭幕式 运动员 数 破纪录  好开心  兴奋   疫情   全世界  国家   运动员  狂欢 人山人海    玩闹 真的       深刻     幸福 开心,1
 元宵 遇上 冰墩 墩 你好 冬奥 保障 冬奥 河北   寻访 冬奥 保障  幕后英雄 讲述 冬奥 保障  河北 故事   听   冬奥  故事 L 河北 新闻广播  微博 视频,0
中国队 冬奥 金牌 宫格 祝贺 中国队  太棒了,1
外务省 别买   买 冬奥 花得   比东 奥多 ,-1
北京 冬奥会 闭幕式 闭幕式 看艺谋    期待 直播 冬奥 残奥会,0
冬奥 邓超 不行  哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈,1
人民 英雄 火炬手 张伯礼 北京 冬奥  人类 战胜 疫情 带来 希望 作者 直播  O 网页 链接,1
 一届 冬奥    家门口 开   成功  现场  告诉  b 疫情,-1
王 濛 冬奥     喜欢 上谷 爱凌  喜欢 小鸣      虐成 濛 主忠粉  真的 太有 实力    笑  气势 付出 得不到 回报   牺牲  心疼    一代  ,0
蔡 徐坤  蔡 徐坤  开启 冬奥 村 奇妙 之旅 乘着 夜风  温柔    想念 想着  眼中 闪闪  星光  摇曳生姿  芬芳    想念 想着  浅浅 笑容  暖意 抿 一口 醉意 朦胧  醇香    想念  悠悠的 岁月 深藏 一束 情怀 沉醉 人生  甘露  永远     温暖    不愿 落下  一站    风景   淡淡的 笔墨 淡淡的 想念 停留   身旁    温柔 恒久 保存 静静 守候 相随 相伴 蔡 徐坤,1
中国 作家网 冰雪  辉煌 北京 冬奥 诗 即兴 美国 运动员 陈巍 夺得 花样滑冰 男子 单人 比赛 冠军   世界   参与   奥林匹克 冬奥 比赛规则  赛出 体魄 健康 团结 热情 似火 竞赛  和平 欢笑 爱  胜利,1
喀秋莎 冬奥 DJ 名 场面  喀秋莎  保卫 黄河 现场 DJ 太 整活  六 公主 派    冬奥 DJ 名 场面  喀秋莎  保卫 黄河 现场 DJ 太 整活  六 公主 派    L 姜涛  微博 视频,0
     热烈  期盼    北京  冬奥 疫情 毁    希望,-1
冬奥会  场面  激烈  项目      冰球 无疑  高燃 球场 强强 对决 男子 冰球 中国 vs 美国 比赛   中 中国 男子 冰球队 首次 登上 冬奥 舞台 补充  冬奥 冷 知识 英达 之子 英如镝   北京 冬奥 中国 男子 冰球队 队员 期待  后续  精彩 表现 英达 儿子 英如镝  冬奥 上场 中国 男子 冰球队 太帅  L    家  孩子 英达 之子 英如镝 竟是 北京 冬奥 中国 冰球队 队员 现场 分享 儿子 成长,1
肖战 期待 冬奥 赛场    抹 中国 红 加油,1
中國隊 九金 北京 冬奧金 今晚 八點 閉幕式 美國 抵制 冬奧 失敗 閉幕成 快樂 之冬奧,0
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 祝福 冬奥 健儿  圆梦 北京  元宵节 快乐  雪容融 太 可爱  肖战 太 好看  ,1
迎 冬奥    山东 高校 北京 冬奥会 立春 开幕 山东 学子 新春 迎 冬奥 冬奥 村里 活动   太极 动感单车 健身 个性 理 头 其乐融融 迎 冬奥   小济  走进 冬奥 村里  ,0
 全世界  奔走相告 俄罗斯  揍 乌克兰  舆论 宣传 此起彼伏  混乱   很淡 定地 磕  瓜子 欢乐地 追着 冬奥    社交 平台 大杀 四方  时刻 参与  国内  法制 改革      时代  弄潮儿,0
有生之年  羽生  跳春来 仙 飘飘  美不胜收 冬奥 闭幕  折 柳 送别   诗情画意 愿 疫情 早日 消散 想 出远门 好好 赏春羽 生会  跳下去  春天     ,-1
冬奥 汽车 机器人 火炬手  首次 揭秘 黑 科技 加持  火炬手,0
  冬奥 年  跨越 书写 中国 冰雪  历史  年 美国 普莱西 德湖  年 中国 北京 中国 冰雪 稳步前进 年 叶乔波  法国 阿尔贝 维尔  届 冬奥会    中国 冬奥会 奖牌 零的突破 年   美国 盐湖城  届 冬奥会  短道 速滑 选手 杨扬  中国 代表团   冬奥会 金牌 零的突破 年 北京 冬奥会 中国队 勇夺 金 银 铜 创造  冬奥会 历史 最佳 战绩 金牌数  奖牌数  创造  代表团 参加 冬奥会   最好 成绩 中青报 中青网 见习 记者 梅 从政 制作 L 中国青年报  微博,1
央视  冬奥 vcr  我整 老泪纵横 ,0
王 濛  赵磊 说   尺 偏向    支持 冬奥,0
当顶流 墩 墩 摔跤  柚子 第一个 冲过去 扶金 天天 跑过来  猛扑 王诗玥 柳鑫宇 疯狂 拍墩 墩 hhhh 墩 墩 站    柚子 终于 抱到 墩 墩  呜呜  太 可爱   这届 冬奥 办  真的 太 成功  特别 骄傲 冬奥会  一瞬间  打动  L 爾雨仁  微博 视频,1
肖战 肖战 晒 汤圆 祝  元宵节 快乐  可爱  宝贝 肖战  喜欢 ,1
周一  周四   平均  discussion  meeting 一周   完事  希望 周五   曙光  召唤 去年 夏天 感觉 疫情 缓  买  手 旅游 没想到  冬奥 风才 涨     要持  够 久  喝 汤,0
冬奥 邓超 列举      社牛 几个    邓超 本超      冬奥 邓超   不久前 皆大欢喜 认亲 成功  张 洋洋    海南岛   美国  tommy 自称 海南 boy   名气    两天   发现   新疆    自驾游  中国香港 港普社 牛 豆号   香港 同胞 西北 游 社牛    外向 中   外向  ,0
病 三天  终于 快好了 明天   冬奥 ,0
刘在石 今晚 冬奥 闭幕式 请   垃圾 热 搜 消失   占  资源 我犯 恶心  有限 韩令 请 加强,-1
刘在石 rm 翻车   两次   冬奥  翻  两个   再剪     不行  说   b 站,-1
冬奥 直播  遗憾   现场 啊啊啊 下辈子     北京 人行 不行,-1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 手绘 雪容 融为 冬奥 健儿 加油 爱  明信片 祝福 冬奥 健儿 肖战肖 春生 肖战 手绘  雪容融  可爱 元宵节 快乐 xzxzggzzxfx 肖战 最帅  喜欢 肖战,1
张颖颖  张颖颖 微博  那条   半年   条 微博 截图  糊 大过年  P 图 造谣 不太好   两人     祝福  私事    掺和    关注 冬奥 有意思,-1
 记得 年  说     北京  冬奥 该死  疫情 欠   好多 回忆,-1
 年初 四 新春 大吉大利 祝 祖国 国泰民安 繁荣昌盛 祝   平安 健康 幸福快乐 财源 广进 祝 冬奥 顺利 圆满  疫情 早日 结束,1
冬奥   一幕 不行  太燃,1
北京 冬奥会 北京 冬奥 中国队 加油,1
微博 上线 冰墩 墩 雪容融 贴纸  中国 冬奥 健儿 加油 试一试,1
冬奥 冬奥  吃 打包  垃圾 食品  看好 开心  年初 四翘  亲戚家  饭 窝  家里 看电视  快乐,1
 喜欢 表演 滑   担心 技术 动作  打分     放松  快乐  姿态 尽情 享受 滑行 表达 热爱 冬奥  花样滑冰   项目  太好了,1
希望 四年   疫情  有钱  浪漫  意大利 现场  冬奥,0
 完  冬奥 开幕 幕后 盛会    冬奥 开幕,0
冬奥 举牌 小姐姐 气质 好棒 个个 大长 腿 黑长 直请 回答,1
 冬天 特别 冷 冬奥  重要   冬天 有个 城市  急需 温暖  关乎 全国  疫情   关注 百色 加油 同心 携手 共抗 疫情,1
 日本 真的 好惨  疫情 延期 导致 夏奥  冬奥 间隔  半年  中国  开幕式 质量 真的 锤  心 反复 鞭尸  半年 人类 科技 腾飞  冰墩 墩 口粮  不够 ,-1
刘雨昕 冬奥 如约   刘雨昕 唱歌 好好 听 正 能量 实力 歌手 刘雨昕 十几年来 始终如一  坚持 信念  运动员   拼搏精神  永远 热血 永远  归期 不愧   主流 认可  全能 正 能量 偶像 刘雨昕,1
肖战 晒 汤圆 祝  元宵节 快乐 xz 肖战 手绘 雪容 融为 冬奥 健儿 加油 元宵节 快乐 这是 北京 小爷 肖 春生,1
舍得  北京 冬奥 说 再见 天下  散  宴席  疫情  春暖花开 欢迎您     中国  玩  不舍 北京 冬奥会,-1
国家 滑雪 队 训练 雪板 华大 师生 参与 研发  提升 我国 冬季 奥运 项目 运动员  运动 表现 为国争光 国家科技部  设立 国家 重点 研发 项目 科技 冬奥 重点 专项   项目 包含 办赛 训练 器材 安全   冬奥 相关  各个领域 华侨大学  参与 单位 获批  雪上运动 项目  板 环境 特征  高性能 雪板 研发  示范  项目  年 月 启动 项目 研,1
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
红红的 灯笼 高高挂 满满的 吉祥 冉冉 升 福虎迎 冬奥 迎春 接 好运,1
冬奥 中国 黑 科技 教 韩国队 重新做人 央视 年 秘密 打造 多项 世界 第一,0
 开幕式     比赛 时间 飞快   闭幕  记得  申请 冬奥    爸妈 说    现场  比赛 遗憾  疫情 无缘 现场  达成  一半  愿望   哈哈哈 中国 牛 逼 北京 冬奥会 拜拜 ,-1
冬奥 结束  明天  正式 复工   突如其来  疫情 休  两个 月 复工 加油 ,1
希望  保护   前提  先 照顾     重要  我会 变得  强大  保护     身体 身体  革命  本钱 少 熬夜  吃 垃圾 食品  父母  孝顺  长辈  尊敬 学会 包容   坏脾气   爱    珍惜 身边    事物     陌生  故事    难免  人生  猝不及防  相遇  好像  蓄谋已久  离散 希望   离别   意义 旧人 旧事  值得 怀念  悲  喜   身上  承载   一段 时光  我会 永远 清澈 永远 疯狂 永远 浪漫  学会 坚强        力量 意志  足够 坚强   无坚不摧  心中 塞满 纷纷扰扰 乱七八糟  东西   自然   心底  珍贵  东西 喻言 助力 冬奥 直播 活动 造型,0
再见  北京 冬奥  冬天 发生   事 疫情    经济   靠着 韧性  扛  乱象 丛生 考验  民众  考验  管理者  北京 冬奥会    剂 强心针 举国上下   鼓舞 动容   国民  凝聚力 无比 高涨    寒冬 感谢 北京 冬奥会 感谢   奋斗  奥运健儿  可爱  墩 墩 融融    正 急需  热血  温暖 愿 人类  不幸 快点 结束 愿 世界 和平,-1
 冬奥   中国   意义    有所不同   疫情 席卷 全球  时代 中国  世界 献上  独有  浪漫  大国 情怀   未来 这一 口号 必定会  所有人 铭记 无论是 运动员  工作人员 志愿者 零零 后们  祖国 新 时代  领头  愈发 奋进 中国 只会 更强,1
 中国 冬奥 健儿 加油 力压 美国,1
 团子 分享 今日 立春 冬奥 开幕 万物 含 新意 同欢 圣日长 立春 之际    东风 相约  冬奥 健儿 递去 满心 关怀 送  喝彩 之音 图源 人民日报,1
 吃 瓜 吃  好开心 吃 完拉黑 举报 一条龙 美美   冬奥,1
北京 冬奥会 闭幕式 闭幕式 梦幻 联动 奥运 下届 意大利 加油 希望 疫情 早点 结束   儿子  孩他 妈   米兰  冬奥,1
肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 手绘 雪容融,1
再见  北京 冬奥  舍不得   想   精彩  运动 比赛  只能 愿 中国  运动 事业 更上一层楼 愿 祖国 繁荣昌盛 越来越 ,1
放假  天 立春 冬奥 开幕  姑娘  做 手工 逛公园 吃火锅 打牌 深圳 疫情   漫延 辛苦 工作人员  立春,0
冬奥   冬奥 真的   开幕式  炫    该死  疫情   盛大  厉害    首都 双奥之城  激动 中,1
举杯 燕京 冬奥 喝彩 cxk 相约 冰雪 你好 冬奥 ,1
冬奥 逢立春 咖啡 配 春饼 晚上 ,0
吴谨言 冬奥 末班车 吴谨言   明星 版 闭幕式 表演赛   哈哈哈哈  吴  驰骋 雪场  样子   雪人 没错  美 女子 做饭  行 滑雪  行长   美     吴 不行  吴谨言 抓住 冬奥 小尾巴,1
时代 少年 团 元宵节 快乐 时代 少年 团高会 元宵节 快乐     尬 舞贺儿   结婚  新郎   冲浪 高手  轩轩   图笑    真肥仔 张哥  丁哥 参加  冬奥  开幕式 表演 狠狠  期待  文文    快乐 星球  bi 马哥 枪毙 你好 香   飞    马哥   合格  主持人 哈哈哈哈,1
再见  北京 冬奥    岁 时光 里  一场 北京 冬奥    祖国 骄傲 自豪,1
中国 障碍 追逐 队 中国 健儿  刷新 历史 最好 成绩  突破 艰难困苦 玉汝于成 围观 冬奥会 冬奥 奇迹 未完待续 冬奥 奇迹 未完待续 期待  更好  表现    棒 ,1
中国 姑娘    领奖台 逐梦 北京 冬奥 北京 冬奥会 冰雪 短道 荣光 L 一枝 真秀  微博 视频,0
龚俊 科普 冬奥 冷 知识 龚俊,0
 一大 爱好  抖音  冬奥 村  tony 老师 剪头 手艺 真   剪      梦 中 情头 ,1
中国队 冬奥 加油,1
北京 冬奥会   结束   期盼  年  买票  疫情    希望 yuzu 说 努力 得不到 回报 冬奥   结束  ,-1
OMG    冬奥 唱歌      请 李宸 希 现场 签  名 晚上 太黑   翻 不到   剧照     说         熟悉 ,1
肖战 期待 冬奥 赛场    抹 中国 红 xz 肖战  肖战,1
冬奥 主播  冰墩 墩 拿捏 住     拿捏 住    拒绝 冰墩 墩  顶不住  冰墩 墩,0
 中国 冬奥 健儿 加油 L 遇见  仙女 真  微博 视频,1
报道 雪舞官   冬奥 季给  带来  超燃  语音 播报 运动员   哪些项目    不错  成绩 太棒了,1
心系 冰雪 喜迎 冬奥 网剧 炽道 剧组 预祝 运动 健儿   冬奥 赛场 上赛  佳绩 炽 热逐梦 续写 华章 ,1
肖战 期待 冬奥 赛场    抹 中国 红  肖战   中国 冬奥 加油 祝 运动 健儿   佳绩    燃起 心中 之火 紧握 手里   冬奥会      走向 未来,1
天气   崇明  路  堵起来   在家  冬奥 香  花 滑  ,0
  想  现场   真的  想    该死  破 疫情 毁     冬奥 开幕  梦,-1
 中国 冬奥 成绩 突破 安踏 研发   黑 科技 引资 购商 O 网页 链接,0
肖战 手绘 雪容 融为 冬奥 健儿 加油,1
龚俊 科普 冬奥 冷 知识 爱情  随便 许诺   不想   没错      冷漠   感觉  无比  寂寞   女人   渴望    承诺  害怕 欺骗  害怕 寂寞  害怕   心会 渐渐  凋落 爱情  随便 许诺   不想 ,-1
冬奥 纪念 钞  纪念币  好好看 ,1
刷 微博  耗时 没用  影响 心情 工作效率   冬奥  卸载掉 ,-1
龙蟒  冬奥 太精彩  忘记 更新 这件 小事    理直气壮 叉腰 O 斯莱特 林 新式 漂浮 咒,0
没想到 冬奥 主会场     观众   疫情 确实   ,0
英雄  少年 成名      好日子 中国 农历年  正月十五 元宵 佳节 北京 冬奥 赛事 过半 高潮迭起 如虎添翼 中国 冰雪 队 不负众望 后浪 强劲 苏翊鸣 夺金 谷爱凌摘 银   进 岁   岁  金童玉女    节日 增添  无限 欢乐   中国 冰雪 运动  未来 注入  无限 希望 将来  岁月 岁 岁 岁  续写   青春  人生 无数  荣耀 无数  赞誉 希望   新 出发 再续 辉煌 中国 冰雪 队 金 银 铜 超越 历史 创下 最佳 冬奥 成绩 年   元宵节 值得  刻骨 铭记,1
 要说  冬奥 开幕式  不行  肯定  央视 解说 不行,-1
中国队 冬奥 开幕式 战服 亮相 这届 网友 不行  围巾  链接   找到 ,-1
北京 冬奥会 拼过  闪耀 集齐  冬奥 徽章  开出  元 红包  中国 冬奥 健儿 加油 瓜分  红包    玩吧 O 集 徽章 分 ,1
今日 份 打卡 倒计时 天  记错   太 失败 垃圾   好像    垃圾   明天 放松  动手 机要  冬奥  早起  能干    事 加油 加油 见面 考  死  死  滴,0
奥运 品质 我耀 此刻 中国 健儿 加油 中国队 yyds 希望 每位 奥运健儿   拥有 满意  成绩 加油   未来 冬奥 加油,1
 冬奥,0
北京 冬奥 今晚 闭幕 有没有 直播 链接 and  八点  ,0
肖战 手绘 雪容 融为 冬奥 健儿 加油 加油 雪容融 真 好看 肖战 真俊 ,1
冬奥 金牌榜 中国 停留  金 美国 金排  韩国队 兴奋  美国  韩国 终于 迎来    首金  金牌榜 排名  迎来  大幅 攀升  美国  金 银 铜 攀升 位 排名第 名 韩国  金 铜 排名第 名 O 网页 链接,0
王一博 冰雪 运动 推广 大使  王一博   冬奥 健儿 加油,1
  爱看 冬奥     体育竞技 精神  奥林匹克 精神  热爱 二是  中国 奥运健儿  喜欢  祝福 三是  祖国 繁荣昌盛   成绩  喜爱 四是  中国 短道 速滑队  爱  重要    一辈子  几次  北京  奥运会  感慨,1
肖战 期待 冬奥 赛场    抹 中国 红 xz 肖战 期待 运动 健儿  精彩 表现,1
张艺谋 担任 冬奥 开幕式 总导演  北京 冬奥会 开幕式  排练  工作   中 节目 设计  展现 自然 之美 人文 之美  运动 之美  全世界 传递 战胜 疫情  信心 L 凉雨 初夏 lai  微博 视频,0
北京 冬奥会 开幕式 北京 冬奥会   冬奥 真的  花里胡哨    日本 俄罗斯 德国 美国  运动员 人数 真的  惊人      中国    中国 运动员 代表团    全家  激动 坏  压轴 出场   太久  家里人    睡  好几回 ,1
徐梦桃 齐广璞 率队 冲金  中国 冬奥 老将 致敬 致敬,1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 xz 肖战 手绘 雪容融 xz 肖战肖 春生 肖战  喜欢    帅气 正直 演技  拥有 满满 正 能量 全世界   喜欢   我会  做   红粉,1
  参与 安踏 冬奥 品牌 时刻    即可 解锁 安踏 冬奥 周边     品牌 时刻 冬奥会,0
虎年 春节 国际 冬奥  新冠 疫情 事件 叠加 时 点   一遇 留以 纪念,0
星辰 变动 画 星辰 变动 画 冰雪 消磨    热情  北京 冬奥 立春 开幕  激动人心  比赛  星辰 变 战队   参与    大哥  越阶 挑战  速度 参加 短道 速滑   分 分钟 夺冠 说  玩 棍子 费费 认   没人敢 认 第一 冰球 比赛 榜首 非他莫属   小黑    翅膀   跳台 滑雪  分   大嫂  有人 不想  仙女  冰面  起舞,1
沉迷 冬奥,0
国际奥委会 点赞 北京 冬奥 智慧 票务  冬奥会 遭遇 疫情     中国   高科技  黑 科技 发挥  极其重要  作用    拥有   完美  奥运会   保障  观众  奥运健儿   身心健康  国际奥委会  点赞   冬奥 智慧 票务 系统  秒钟    排座  防疫 管理 确实   叹为观止    中国  防疫 码   走     带来    一种 安心    中国  奥运会 历史  贡献  首个 数字化 智慧 票务 系统    科技 工作者 点赞 奥运 史上 首个 数字化 智慧 票务 系,1
北京 冬奥 闭幕式 演员   普通人 挺      普通人 参与  话说回来   流量 明星  好事儿,0
北京 冬奥 今晚 闭幕 期待 ,1
疫情 欠  演唱会     杰子哥   冬奥  结束     party     ,0
北京 冬奥 立春 开幕 北京 奥运会 开幕式  国外 火  时隔 年 依旧 震撼 L 元气 爱豆 颜究   微博 视频,1
刘雨昕 冬奥 如约   U I 好好 听  满满 正 能量 真不错  L 刘雨昕 工作室  微博 视频,1
  一个劲儿  文字 交涉   百廿 校庆 建团 百年 新年 医 始 共迎 冬奥   疫情 防控 指挥部 带来   插曲 真的  吓人  呜呜 感谢 小雪  fan  cy   yininyin 陪     事情 周旋  晚上 好不容易 静下心来 读 文献    一读  犯困  啊啊啊,0
害  冬奥  广告   boss 直聘能 注册    不行 顺手 下载  智联 猎聘,-1
冰墩 墩 哭  冰墩 墩 下班   记得 冬奥 申办 成功     朋友 说 到时候   大学    北京        冬奥   冬奥  办完   心心念念  冬奥  显示  冬奥 标志 往后   慢慢 消退  冬奥   疫情 仿佛 早已 变得  慢慢 忘却 真的  舍不得 舍不得  可爱 爱  冰墩 墩 舍不得 热烈 盛大  冬,-1
广西 百色市 急需 口罩  防疫 物资 真的 麻烦  冬奥 之际   百色 疫情   地方 真的 物资 急缺,-1
冬奥     垃圾 事,-1
周深献声 致敬 冬奥 周深 梦想 指路 冬奥 主题  宣传 曲 K 梦想 指路,1
 羡慕  高中同学   县城 高中毕业   人生  精彩  大学  美国 交换 读书 留在 北京 上班 参加 冬奥 志愿者  体育 运动员  合影 好羡慕,0
冰墩 墩 热销 折射 全民 冬奥 热情 远 想到  茅台 纪念币   想到    迪士尼 娃娃,0
肖战 手绘 雪容 融为 冬奥 健儿 加油 祝 冬奥 健儿    成绩 元宵节 快乐,1
 冬奥 开幕  冬奥 城市     倒计时 牌子   疫情 闹 ,-1
  办 冬奥 爬  多年  首体 被迫 停业  场馆 改造 当年 怨念  不行  刚刚 gala     释然 ,0
北京 冬奥 今晚 闭幕,0
北京 冬奥会 开幕式  冬奥 健儿 加油 刚刚 美国 运动员 入场 ,1
北京 冬奥会 闭幕式      北京  冬奥会  梦想  疫情  不确定性  梦想 一点点  屈服 现实 错过  冬奥   错过 北京 希望  如愿 南下 开开心心 做全 单位  嗨  zai,1
吴宣仪 北京 春晚 吴宣仪  唱 冬奥 口号 歌  温暖 冬奥 手牵手 唱响 口号 歌   未来 手势 舞学  L 奇闻 大全  微博 视频,1
